PotentialFraud,num_unique_patients,avg_age,pct_male,pct_female,pct_deceased,num_inpatient_claims,inpatient_unique_patients,avg_inpatient_payment,total_inpatient_payment,max_inpatient_payment,avg_length_of_stay,max_length_of_stay,avg_inpatient_deductible,num_outpatient_claims,outpatient_unique_patients,avg_outpatient_payment,total_outpatient_payment,max_outpatient_payment,avg_claim_duration,avg_outpatient_deductible,state_freq
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,87.5,700.0,200.0,0.375,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,28.333333333333332,170.0,90.0,0.3333333333333333,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,420.0,277.126213592233,142720.0,3300.0,1.3572815533980582,2.0388349514563107,3318
1,23.0,78.55172413793103,0.3103448275862069,0.6896551724137931,0.0,29.0,23.0,9275.862068965518,269000.0,57000.0,4.793103448275862,17.0,1068.0,228.0,187.0,350.13157894736844,79830.0,3300.0,1.644736842105263,2.280701754385965,54
0,9.0,81.33333333333333,0.5555555555555556,0.4444444444444444,0.0,9.0,9.0,6000.0,54000.0,13000.0,3.5555555555555554,10.0,1068.0,27.0,27.0,430.0,11610.0,2200.0,3.7037037037037037,2.962962962962963,54
0,9.0,77.22222222222223,0.3333333333333333,0.6666666666666666,0.0,9.0,9.0,6777.777777777777,61000.0,13000.0,4.333333333333333,10.0,1068.0,30.0,29.0,101.66666666666667,3050.0,400.0,0.8333333333333334,3.0,54
0,12.0,77.76923076923077,0.3076923076923077,0.6923076923076923,0.0,13.0,12.0,6615.384615384615,86000.0,17000.0,7.0,28.0,1068.0,74.0,66.0,437.1621621621622,32350.0,3300.0,1.3243243243243243,5.405405405405405,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,56.0,261.05263157894734,19840.0,3300.0,1.0921052631578947,4.473684210526316,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,44.0,563.0188679245283,29840.0,3300.0,2.1320754716981134,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,79.0,329.6774193548387,30660.0,3300.0,0.6989247311827957,1.7204301075268817,3318
0,71.0,80.36585365853658,0.35365853658536583,0.6463414634146342,0.012195121951219513,82.0,71.0,8604.878048780487,705600.0,57000.0,4.621951219512195,23.0,1068.0,89.0,78.0,383.82022471910113,34160.0,3300.0,1.8876404494382022,2.696629213483146,54
0,26.0,80.5,0.42857142857142855,0.5714285714285714,0.0,28.0,26.0,11750.0,329000.0,68000.0,5.535714285714286,18.0,1068.0,157.0,135.0,195.6687898089172,30720.0,2300.0,1.3694267515923566,2.1656050955414012,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,235.65217391304347,5420.0,2900.0,0.9130434782608695,2.1739130434782608,3318
0,1.0,95.0,0.0,1.0,0.0,1.0,1.0,29000.0,29000.0,29000.0,14.0,14.0,1068.0,29.0,24.0,122.75862068965517,3560.0,700.0,1.8620689655172413,12.413793103448276,44
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,131.0,269.3525179856115,74880.0,4400.0,1.0503597122302157,5.071942446043166,3318
1,21.0,79.1304347826087,0.43478260869565216,0.5652173913043478,0.0,23.0,21.0,9304.347826086956,214000.0,23000.0,4.521739130434782,17.0,1068.0,431.0,202.0,297.51740139211137,128230.0,3300.0,1.3735498839907192,2.2273781902552203,54
0,26.0,79.2,0.4,0.6,0.03333333333333333,30.0,26.0,7653.333333333333,229600.0,17000.0,4.033333333333333,24.0,1068.0,111.0,83.0,323.3333333333333,35890.0,3300.0,1.1711711711711712,1.981981981981982,54
0,8.0,83.77777777777777,0.1111111111111111,0.8888888888888888,0.0,9.0,8.0,7000.0,63000.0,21000.0,10.555555555555555,33.0,1068.0,77.0,62.0,148.96103896103895,11470.0,1600.0,0.6233766233766234,3.116883116883117,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,217.94117647058823,7410.0,3200.0,2.3529411764705883,7.9411764705882355,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,128.0,338.38028169014086,48050.0,3300.0,1.232394366197183,2.183098591549296,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,194.7826086956522,4480.0,1100.0,0.0,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,39.0,361.52542372881356,21330.0,3300.0,2.152542372881356,2.2033898305084745,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,270.64516129032256,8390.0,3300.0,2.2580645161290325,1.2903225806451613,3318
0,7.0,83.125,0.25,0.75,0.0,8.0,7.0,12625.0,101000.0,38000.0,4.5,9.0,1068.0,30.0,19.0,279.0,8370.0,2000.0,0.8666666666666667,3.3333333333333335,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,230.0,2530.0,1300.0,3.090909090909091,0.0,3318
0,4.0,75.25,0.75,0.25,0.0,4.0,4.0,4750.0,19000.0,7000.0,4.75,10.0,1068.0,34.0,30.0,255.88235294117646,8700.0,3300.0,0.11764705882352941,2.3529411764705883,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,65.0,305.9154929577465,21720.0,3300.0,1.7887323943661972,2.676056338028169,3318
1,2.0,81.5,0.5,0.5,0.0,2.0,2.0,7000.0,14000.0,9000.0,9.0,14.0,1068.0,44.0,36.0,381.8181818181818,16800.0,3300.0,1.9772727272727273,4.7727272727272725,54
0,1.0,76.0,1.0,0.0,0.0,1.0,1.0,8000.0,8000.0,8000.0,5.0,5.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,40.0,265.43859649122805,15130.0,1900.0,2.3508771929824563,2.456140350877193,3318
0,2.0,62.5,1.0,0.0,0.0,2.0,2.0,8350.0,16700.0,16000.0,5.5,6.0,1068.0,20.0,20.0,247.0,4940.0,2300.0,0.1,3.5,54
0,2.0,91.5,1.0,0.0,0.0,2.0,2.0,4000.0,8000.0,5000.0,3.0,5.0,1068.0,20.0,19.0,335.0,6700.0,2500.0,0.5,0.5,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1366.0,6830.0,3300.0,0.0,0.0,3318
0,5.0,81.8,0.4,0.6,0.0,5.0,5.0,18200.0,91000.0,57000.0,7.4,16.0,1068.0,78.0,71.0,205.51282051282053,16030.0,2500.0,0.9102564102564102,2.5641025641025643,54
1,23.0,86.56,0.24,0.76,0.0,25.0,23.0,16040.0,401000.0,57000.0,6.88,35.0,1068.0,71.0,60.0,282.53521126760563,20060.0,3300.0,0.9295774647887324,3.380281690140845,54
0,5.0,83.6,0.8,0.2,0.0,5.0,5.0,7000.0,35000.0,14000.0,4.8,9.0,1068.0,37.0,37.0,235.40540540540542,8710.0,1020.0,1.972972972972973,0.0,54
0,1.0,92.0,0.0,1.0,0.0,1.0,1.0,3000.0,3000.0,3000.0,8.0,8.0,1068.0,144.0,66.0,360.69444444444446,51940.0,6700.0,2.3541666666666665,1.8055555555555556,54
0,3.0,82.0,0.3333333333333333,0.6666666666666666,0.0,3.0,3.0,15000.0,45000.0,25000.0,4.333333333333333,6.0,1068.0,394.0,164.0,275.0761421319797,108380.0,3300.0,1.5761421319796953,1.8781725888324874,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,115.0,343.02013422818794,51110.0,3300.0,1.610738255033557,1.0738255033557047,3318
1,34.0,79.75,0.4444444444444444,0.5555555555555556,0.0,36.0,34.0,7777.777777777777,280000.0,37000.0,5.305555555555555,29.0,1068.0,267.0,198.0,300.8239700374532,80320.0,3300.0,1.4981273408239701,1.8726591760299625,54
0,10.0,88.3,0.4,0.6,0.0,10.0,10.0,7500.0,75000.0,11000.0,5.6,17.0,1068.0,18.0,16.0,87.22222222222223,1570.0,300.0,1.4444444444444444,6.111111111111111,54
0,2.0,62.5,0.0,1.0,0.0,2.0,2.0,9500.0,19000.0,15000.0,2.0,3.0,1068.0,22.0,19.0,263.1818181818182,5790.0,2200.0,1.0,4.545454545454546,54
1,11.0,86.83333333333333,0.3333333333333333,0.6666666666666666,0.0,12.0,11.0,27166.666666666668,326000.0,83000.0,6.583333333333333,23.0,1068.0,46.0,39.0,185.2173913043478,8520.0,2100.0,1.1956521739130435,6.086956521739131,54
0,9.0,80.44444444444444,0.3333333333333333,0.6666666666666666,0.0,9.0,9.0,8555.555555555555,77000.0,19000.0,3.0,6.0,1068.0,252.0,206.0,262.93650793650795,66260.0,3300.0,1.3174603174603174,1.746031746031746,54
0,10.0,78.7,0.5,0.5,0.0,10.0,10.0,10100.0,101000.0,22000.0,4.1,15.0,1068.0,89.0,61.0,274.2696629213483,24410.0,3300.0,1.6629213483146068,3.3707865168539324,30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,356.25,8550.0,3200.0,2.0833333333333335,2.0833333333333335,3318
0,12.0,84.08333333333333,0.3333333333333333,0.6666666666666666,0.0,12.0,12.0,6000.0,72000.0,14000.0,4.25,13.0,1068.0,200.0,150.0,235.85,47170.0,3200.0,1.375,2.15,54
0,5.0,83.8,0.2,0.8,0.0,5.0,5.0,6200.0,31000.0,15000.0,2.6,4.0,1068.0,34.0,34.0,299.11764705882354,10170.0,2500.0,1.7941176470588236,2.3529411764705883,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,502.94117647058823,8550.0,3000.0,1.1764705882352942,4.117647058823529,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,27.0,352.7586206896552,10230.0,3300.0,1.1724137931034482,1.7241379310344827,3318
1,13.0,80.1875,0.375,0.625,0.0,16.0,13.0,12437.5,199000.0,56000.0,5.9375,19.0,1068.0,17.0,17.0,314.70588235294116,5350.0,2600.0,2.5294117647058822,11.764705882352942,54
0,9.0,77.55555555555556,0.4444444444444444,0.5555555555555556,0.0,9.0,9.0,8444.444444444445,76000.0,16000.0,6.666666666666667,21.0,1068.0,14.0,14.0,162.14285714285714,2270.0,800.0,0.07142857142857142,7.142857142857143,54
0,6.0,76.33333333333333,0.6666666666666666,0.3333333333333333,0.0,6.0,6.0,13166.666666666666,79000.0,48000.0,6.0,10.0,1068.0,194.0,125.0,232.37113402061857,45080.0,3300.0,1.4845360824742269,3.917525773195876,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,160.88235294117646,5470.0,1000.0,1.1764705882352942,2.0588235294117645,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,81.0,201.11111111111111,18100.0,3300.0,1.3777777777777778,1.5555555555555556,3318
1,19.0,79.3,0.5,0.5,0.0,20.0,19.0,9550.0,191000.0,45000.0,5.65,28.0,1068.0,90.0,67.0,273.1111111111111,24580.0,3300.0,0.7888888888888889,5.888888888888889,54
0,30.0,82.38709677419355,0.3548387096774194,0.6451612903225806,0.0,31.0,30.0,13322.58064516129,413000.0,57000.0,4.838709677419355,11.0,1068.0,108.0,86.0,307.1296296296296,33170.0,3300.0,2.212962962962963,0.5555555555555556,62
0,18.0,79.88888888888889,0.5,0.5,0.0,18.0,18.0,9833.333333333334,177000.0,41000.0,5.166666666666667,14.0,1068.0,210.0,179.0,256.6666666666667,53900.0,3300.0,1.3952380952380952,2.5714285714285716,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,832.8571428571429,5830.0,3300.0,5.714285714285714,8.571428571428571,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,210.6818181818182,9270.0,2100.0,0.9318181818181818,1.8181818181818181,3318
0,2.0,91.0,0.0,1.0,0.0,2.0,2.0,5500.0,11000.0,11000.0,6.0,11.0,1068.0,7.0,7.0,387.14285714285717,2710.0,2100.0,0.14285714285714285,0.0,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,640.0,3200.0,2100.0,4.0,20.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,71.0,355.36,44420.0,3500.0,1.744,1.84,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,75.0,300.0,200.0,0.0,0.0,3318
0,5.0,78.8,0.2,0.8,0.2,5.0,5.0,15600.0,78000.0,33000.0,6.0,9.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
0,3.0,65.33333333333333,1.0,0.0,0.0,3.0,3.0,5533.333333333333,16600.0,13000.0,3.3333333333333335,6.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
0,11.0,87.91666666666667,0.75,0.25,0.0,12.0,11.0,12333.333333333334,148000.0,47000.0,4.0,10.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,73.33333333333333,440.0,200.0,0.0,10.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,158.33333333333334,1900.0,700.0,1.1666666666666667,9.166666666666666,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,545.0,6540.0,1800.0,3.3333333333333335,0.0,3318
0,19.0,80.10526315789474,0.3157894736842105,0.6842105263157895,0.0,19.0,19.0,8210.526315789473,156000.0,22000.0,5.2631578947368425,16.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
0,3.0,64.33333333333333,1.0,0.0,0.0,3.0,3.0,6000.0,18000.0,8000.0,6.333333333333333,9.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
0,5.0,75.6,0.6,0.4,0.0,5.0,5.0,5400.0,27000.0,9000.0,10.2,28.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,85.0,415.6060606060606,54860.0,7010.0,2.462121212121212,1.5151515151515151,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,195.0,346.2171052631579,105250.0,4100.0,1.8453947368421053,2.664473684210526,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,78.0,351.43939393939394,46390.0,3300.0,1.5454545454545454,4.166666666666667,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,160.0,292.82442748091603,76720.0,8200.0,1.1984732824427482,2.1374045801526718,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,140.0,980.0,600.0,0.0,2.857142857142857,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,162.5,1950.0,1400.0,1.75,0.0,3318
0,16.0,75.25,0.375,0.625,0.0,16.0,16.0,8500.0,136000.0,22000.0,4.25,13.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
1,81.0,83.09574468085107,0.3617021276595745,0.6382978723404256,0.010638297872340425,94.0,81.0,10478.72340425532,985000.0,118000.0,5.968085106382978,35.0,1068.0,1.0,1.0,95580.0,95580.0,95580.0,13.0,865.0,54
0,7.0,69.0,0.42857142857142855,0.5714285714285714,0.0,7.0,7.0,7428.571428571428,52000.0,15000.0,4.142857142857143,6.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
0,6.0,76.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,6.0,6.0,13500.0,81000.0,45000.0,6.5,10.0,1068.0,1.0,1.0,80.0,80.0,80.0,0.0,0.0,54
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,160.0,1120.0,500.0,0.0,0.0,3318
0,2.0,68.5,0.5,0.5,0.0,2.0,2.0,4500.0,9000.0,5000.0,2.5,4.0,1068.0,29.0,28.0,617.5862068965517,17910.0,3300.0,2.4827586206896552,1.3793103448275863,8
0,12.0,71.25,0.75,0.25,0.0,12.0,12.0,9166.666666666666,110000.0,30000.0,4.333333333333333,11.0,1068.0,36.0,20.0,591.9444444444445,21310.0,3300.0,1.8611111111111112,7.777777777777778,8
1,14.0,77.9,0.55,0.45,0.0,20.0,14.0,8850.0,177000.0,25000.0,6.5,28.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
0,3.0,77.4,0.8,0.2,0.0,5.0,3.0,18000.0,90000.0,29000.0,6.4,12.0,1068.0,45.0,37.0,271.55555555555554,12220.0,3300.0,1.8888888888888888,0.0,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,65.0,238.75,22920.0,2000.0,1.3541666666666667,5.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,710.0,4970.0,3100.0,2.857142857142857,0.0,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,145.0,1160.0,800.0,0.0,8.75,3318
0,1.0,78.0,0.0,1.0,0.0,1.0,1.0,4000.0,4000.0,4000.0,4.0,4.0,1068.0,7.0,5.0,190.0,1330.0,800.0,1.4285714285714286,0.0,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,507.3333333333333,7610.0,2900.0,2.6666666666666665,5.333333333333333,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,60.0,300.0,90.0,0.0,0.0,3318
0,1.0,79.0,1.0,0.0,0.0,1.0,1.0,20000.0,20000.0,20000.0,2.0,2.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
0,1.0,93.0,0.0,1.0,0.0,1.0,1.0,6000.0,6000.0,6000.0,7.0,7.0,1068.0,54.0,50.0,186.11111111111111,10050.0,3300.0,0.07407407407407407,5.185185185185185,33
0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,6000.0,6000.0,6000.0,1.0,1.0,1068.0,25.0,20.0,297.2,7430.0,3300.0,1.56,0.0,33
0,7.0,86.71428571428571,0.5714285714285714,0.42857142857142855,0.0,7.0,7.0,5900.0,41300.0,14000.0,3.857142857142857,8.0,1068.0,36.0,35.0,313.3333333333333,11280.0,2600.0,2.1944444444444446,1.1111111111111112,33
0,45.0,82.48936170212765,0.3829787234042553,0.6170212765957447,0.0,47.0,45.0,6540.425531914893,307400.0,16000.0,6.0212765957446805,29.0,1068.0,440.0,363.0,331.20454545454544,145730.0,8400.0,1.6863636363636363,2.9318181818181817,33
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,37.0,274.50704225352115,19490.0,1900.0,1.732394366197183,2.3943661971830985,3318
0,5.0,82.14285714285714,0.42857142857142855,0.5714285714285714,0.0,7.0,5.0,13857.142857142857,97000.0,57000.0,7.428571428571429,22.0,1068.0,44.0,35.0,172.04545454545453,7570.0,1700.0,1.0454545454545454,1.3636363636363635,33
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,68.0,265.5844155844156,20450.0,3300.0,0.987012987012987,4.545454545454546,3318
0,4.0,84.0,0.25,0.75,0.0,4.0,4.0,13250.0,53000.0,33000.0,5.0,13.0,1068.0,26.0,25.0,316.15384615384613,8220.0,2300.0,1.3076923076923077,8.461538461538462,33
1,125.0,80.85093167701864,0.4409937888198758,0.5590062111801242,0.006211180124223602,161.0,125.0,9941.614906832297,1600600.0,46000.0,5.937888198757764,35.0,1068.0,41.0,39.0,140.2439024390244,5750.0,1100.0,0.8292682926829268,3.4146341463414633,33
1,157.0,81.22222222222223,0.4691358024691358,0.5308641975308642,0.012345679012345678,162.0,157.0,9988.888888888889,1618200.0,57000.0,5.049382716049383,30.0,1068.0,190.0,177.0,330.05263157894734,62710.0,3300.0,2.036842105263158,4.157894736842105,33
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,276.875,8860.0,3300.0,2.5,6.5625,3318
1,33.0,82.67647058823529,0.5,0.5,0.0,34.0,33.0,11717.64705882353,398400.0,37000.0,4.029411764705882,15.0,1068.0,296.0,230.0,304.93243243243245,90260.0,3300.0,1.597972972972973,3.5472972972972974,211
1,108.0,79.92241379310344,0.4482758620689655,0.5517241379310345,0.0,116.0,108.0,9594.827586206897,1113000.0,57000.0,5.612068965517241,26.0,1068.0,32.0,28.0,240.0,7680.0,2600.0,1.34375,2.1875,33
0,22.0,82.54545454545455,0.5909090909090909,0.4090909090909091,0.0,22.0,22.0,6454.545454545455,142000.0,16000.0,4.181818181818182,9.0,1068.0,211.0,203.0,281.042654028436,59300.0,5200.0,1.4360189573459716,4.123222748815166,33
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,39.0,310.48192771084337,25770.0,3300.0,1.7228915662650603,6.024096385542169,3318
0,4.0,81.5,0.25,0.75,0.0,4.0,4.0,12750.0,51000.0,34000.0,8.75,15.0,1068.0,83.0,79.0,246.86746987951807,20490.0,3300.0,1.0481927710843373,7.590361445783133,33
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,147.0,284.16149068322983,45750.0,8100.0,1.3229813664596273,4.906832298136646,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,110.0,228.95652173913044,26330.0,3300.0,1.0434782608695652,1.391304347826087,3318
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,425.0,259.48339483394835,140640.0,3300.0,1.367158671586716,3.1734317343173433,3318
1,60.0,80.67692307692307,0.5538461538461539,0.4461538461538462,0.0,65.0,60.0,9779.384615384615,635660.0,57000.0,5.630769230769231,35.0,1068.0,504.0,448.0,321.68650793650795,162130.0,12040.0,1.2380952380952381,2.0436507936507935,33
0,87.0,81.08888888888889,0.3333333333333333,0.6666666666666666,0.0,90.0,87.0,9622.222222222223,866000.0,57000.0,5.655555555555556,30.0,1068.0,24.0,24.0,250.83333333333334,6020.0,2300.0,1.9583333333333333,0.8333333333333334,33
0,40.0,82.41463414634147,0.5365853658536586,0.4634146341463415,0.0,41.0,40.0,10804.878048780487,443000.0,41000.0,6.2926829268292686,30.0,1068.0,350.0,298.0,325.65714285714284,113980.0,3300.0,1.1171428571428572,2.1714285714285713,33
0,26.0,77.42307692307692,0.6153846153846154,0.38461538461538464,0.0,26.0,26.0,11769.23076923077,306000.0,57000.0,6.576923076923077,35.0,1068.0,72.0,71.0,329.1666666666667,23700.0,3300.0,0.9583333333333334,4.444444444444445,33
0,1.0,89.0,1.0,0.0,0.0,1.0,1.0,22000.0,22000.0,22000.0,16.0,16.0,1068.0,4.0,4.0,717.5,2870.0,2700.0,0.0,0.0,33
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,182.0,273.57894736842104,51980.0,3300.0,1.7421052631578948,2.1578947368421053,3318
0,9.0,87.55555555555556,0.4444444444444444,0.5555555555555556,0.0,9.0,9.0,7000.0,63000.0,25000.0,5.222222222222222,15.0,1068.0,78.0,77.0,223.97435897435898,17470.0,3300.0,0.2564102564102564,2.1794871794871793,33
